subject,control,repeat,low_to_high_within_auc,low_to_high_cross_auc,high_to_low_within_auc,high_to_low_cross_auc,status,cross_state_gap
B81,within_run_trial_index,1,0.5539772727272727,0.5121951219512195,0.5802310654685493,0.40198863636363635,ok,0.11001228994048307
B81,random_within_run_split,1,0.5498320268756999,0.5148026315789473,0.3125,0.5386338185890257,ok,-0.09555221164613659
B81,within_run_state_permutation,2,0.6086309523809523,0.5226438188494491,0.41003671970624234,0.36011904761904767,ok,0.06795240280934894
B81,within_run_trial_index,2,0.5539772727272727,0.5121951219512195,0.5802310654685493,0.40198863636363635,ok,0.11001228994048307
B81,random_within_run_split,2,0.5823529411764706,0.30740740740740746,0.44814814814814813,0.6147058823529411,ok,0.054193899782135097
B81,within_run_state_permutation,3,0.4761904761904763,0.5335917312661499,0.6085271317829457,0.5056022408963585,ok,0.022761817905456783
B81,within_run_trial_index,3,0.5539772727272727,0.5121951219512195,0.5802310654685493,0.40198863636363635,ok,0.11001228994048307
B81,random_within_run_split,3,0.6627604166666666,0.3826458036984352,0.4480796586059744,0.44661458333333337,ok,0.14078984412043621
B81,within_run_state_permutation,4,0.39393939393939387,0.4776386404293381,0.4561717352415027,0.5627705627705628,ok,-0.0951490370095022
B81,within_run_trial_index,4,0.5539772727272727,0.5121951219512195,0.5802310654685493,0.40198863636363635,ok,0.11001228994048307
B81,random_within_run_split,4,0.48043478260869565,0.541880341880342,0.4307692307692308,0.5760869565217391,ok,-0.10338164251207732
C85,observed_state,0,0.6685606060606061,0.5482625482625483,0.5135135135135134,0.6357323232323232,ok,-0.0009603759603760142
C85,within_run_state_permutation,0,0.462037037037037,0.6049382716049383,0.5895061728395061,0.6425925925925926,ok,-0.09799382716049387
C85,within_run_trial_index,0,0.47089947089947093,0.5482295482295483,0.6666666666666665,0.6283068783068784,ok,-0.0194851444851446
C85,random_within_run_split,0,0.5880952380952381,0.5587044534412955,0.597165991902834,0.5333333333333333,ok,0.04661172161172167
C85,within_run_state_permutation,1,0.5843749999999999,0.5513478818998716,0.5866495507060333,0.548125,ok,0.0357758344030808
C85,within_run_trial_index,1,0.47089947089947093,0.5482295482295483,0.6666666666666665,0.6283068783068784,ok,-0.0194851444851446
C85,random_within_run_split,1,0.5946275946275946,0.6190476190476191,0.4616402116402117,0.5396825396825397,ok,-0.051231176231176206
C85,within_run_state_permutation,2,0.58625,0.6482670089858793,0.49422336328626437,0.55,ok,-0.05889682284980746
C85,within_run_trial_index,2,0.47089947089947093,0.5482295482295483,0.6666666666666665,0.6283068783068784,ok,-0.0194851444851446
C85,random_within_run_split,2,0.6355013550135502,0.5107142857142857,0.5273809523809524,0.4823848238482385,ok,0.08489159891598921
C85,within_run_state_permutation,3,0.5284090909090909,0.5954088952654233,0.4562410329985653,0.6522727272727273,ok,-0.1315157493152472
C85,within_run_trial_index,3,0.47089947089947093,0.5482295482295483,0.6666666666666665,0.6283068783068784,ok,-0.0194851444851446
C85,random_within_run_split,3,0.5803030303030303,0.5180180180180181,0.6216216216216217,0.5863636363636363,ok,0.048771498771498834
C85,within_run_state_permutation,4,0.5410052910052909,0.5617283950617283,0.6111111111111112,0.5701058201058201,ok,0.010141093474426821
C85,within_run_trial_index,4,0.47089947089947093,0.5482295482295483,0.6666666666666665,0.6283068783068784,ok,-0.0194851444851446
C85,random_within_run_split,4,0.5238095238095237,0.5168269230769231,0.6153846153846154,0.6128364389233956,ok,0.004765388596910225
A2,observed_state,0,0.5811965811965812,0.6245847176079734,0.5431893687707641,0.5405982905982906,ok,-0.02039852911945933
A2,within_run_state_permutation,0,0.5459459459459459,0.7580246913580246,0.5111111111111111,0.42162162162162165,ok,-0.061294627961294645
A2,within_run_trial_index,0,0.49000000000000005,0.5595238095238095,0.5529100529100529,0.66625,ok,-0.0914318783068783
A2,random_within_run_split,0,0.6275,0.6640211640211641,0.5502645502645502,0.465,ok,0.024371693121693044
A2,within_run_state_permutation,1,0.6277173913043479,0.6085858585858586,0.6098484848484848,0.5883152173913044,ok,0.020332400087834823
A2,within_run_trial_index,1,0.49000000000000005,0.5595238095238095,0.5529100529100529,0.66625,ok,-0.0914318783068783
