low_to_high_within_auc,low_to_high_cross_auc,high_to_low_within_auc,high_to_low_cross_auc,status,cross_state_gap,subject,dataset,split
0.7918552036199095,0.8931475029036005,0.8792102206736353,0.9336349924585219,ok,-0.07785853553428879,B79,B,confirm
0.6126596980255516,0.5876068376068375,0.6545584045584044,0.5720092915214866,ok,0.05380098672781597,C83,C,confirm
0.8352638352638353,0.5957696827262045,0.63572267920094,0.8082368082368081,ok,0.0334900117508814,C87,C,confirm
0.5838235294117647,0.526241134751773,0.4581560283687943,0.6279411764705883,ok,-0.05610137672090115,A4,A,confirm
0.6210670314637483,0.5482295482295483,0.5384615384615384,0.682626538987688,ok,-0.035663758645974764,A8,A,confirm
0.6394557823129251,0.5339366515837104,0.5007541478129713,0.4884353741496599,ok,0.058918952196263086,A12,A,confirm
0.712962962962963,0.5686777920410783,0.5096277278562259,0.4880952380952381,ok,0.08290883034143628,A16,A,confirm
0.8307254623044097,0.9046153846153847,0.803076923076923,0.7894736842105263,ok,-0.030143341722289163,A20,A,confirm
0.668918918918919,0.31025641025641026,0.6294871794871795,0.5689189189189189,ok,0.20961538461538465,A40,A,confirm
0.6416666666666666,0.5726190476190476,0.6291666666666667,0.6027777777777779,ok,0.04771825396825391,A44,A,confirm
0.52875,0.5311004784688995,0.6255980861244018,0.6874999999999999,ok,-0.03212619617224877,A48,A,confirm
0.6010575793184488,0.5,0.56265664160401,0.49294947121034083,ok,0.08538237485605898,A52,A,confirm
0.5440476190476191,0.5614035087719298,0.5614035087719298,0.5785714285714284,ok,-0.017261904761904645,A56,A,confirm
0.44782608695652176,0.3252032520325203,0.42818428184281837,0.508695652173913,ok,0.02105573229645341,A60,A,confirm
0.6993197278911565,0.46210526315789474,0.4231578947368421,0.6122448979591836,ok,0.024063730755460144,B64,B,confirm
0.4814814814814815,0.47283950617283954,0.3296296296296296,0.6521164021164021,ok,-0.15692239858906526,B68,B,confirm
0.5136054421768708,0.5740740740740741,0.4708994708994708,0.5034013605442177,ok,-0.04648526077097509,B80,B,confirm
