branch,validity_label,subject,dataset,rejection_rate,sctm_n_trials,sctm_status,sctm_differential_norm,sctm_common_state_norm,sctm_differential_partial_r2,sctm_permutation_p,sctm_null_differential_norm_mean,cross_low_to_high_within_auc,cross_low_to_high_cross_auc,cross_high_to_low_within_auc,cross_high_to_low_cross_auc,cross_status,cross_cross_state_gap,permutations,seed
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A50,A,0.0,240,ok,0.15062978059315665,0.29804188712312996,0.0052789390811819326,0.1553784860557769,0.14636904677610058,0.32472826086956524,0.4898785425101215,0.5411605937921727,0.6032608695652173,ok,-0.11362527870680039,250,1514437015
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A51,A,0.004166666666666667,239,ok,0.10471569039874469,0.1949838815795835,0.0038793644895609436,0.6254980079681275,0.11348813786458171,0.5249169435215947,0.573170731707317,0.31626016260162604,0.5924695459579179,ok,-0.1622315857710071,250,3840235166
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A52,A,0.0125,237,ok,0.1083025985036055,0.19053336886425598,0.004627583737281671,0.02390438247011952,0.08210076113848414,0.5842245989304813,0.47317073170731705,0.4975609756097561,0.47593582887700536,ok,0.06633950697795749,250,1170780643
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A54,A,0.004166666666666667,239,ok,0.1322198382113858,0.48879585220468064,0.004496670992691465,0.9043824701195219,0.15019926215835724,0.4736842105263158,0.52361673414305,0.6005398110661267,0.46511627906976744,ok,0.04274550418981257,250,888830927
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A55,A,0.0,240,ok,0.33056814888108677,0.47198365279980226,0.054538734435618075,0.12749003984063745,0.3282189133464492,0.5725490196078431,0.6833976833976834,0.5997425997425997,0.6483660130718953,ok,-0.07973603855956796,250,4074701954
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A56,A,0.0,240,ok,0.19019429775124339,0.48420451609213533,0.04914999958170263,0.05976095617529881,0.15250368511114773,0.6455026455026456,0.5706018518518519,0.5567129629629629,0.6005291005291005,ok,0.01554232804232808,250,4069876903
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,A60,A,0.0,240,ok,0.014656285415619339,0.22081074521499405,0.006132844873698029,0.8167330677290837,0.03261779293399259,0.41985815602836885,0.4805555555555555,0.5097222222222222,0.5617021276595745,ok,-0.05633865248226949,250,2660782337
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B62,B,0.0,240,ok,0.7333030272587896,0.7721778193202159,0.002621590566184273,0.8804780876494024,0.7399675678095559,0.8756613756613757,0.7582417582417582,0.8034188034188035,0.873015873015873,ok,0.023911273911273956,250,3387324901
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B63,B,0.029166666666666667,233,ok,0.7199766365401686,1.2681342386249366,0.004411058311708516,1.0,0.8386111617768117,0.6552706552706553,0.6296296296296295,0.7407407407407407,0.5826210826210826,ok,0.09188034188034194,250,2009756572
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B64,B,0.004166666666666667,239,ok,0.34400945447041614,0.7434750043010258,0.002479033852862078,0.9721115537848606,0.36330528021865927,0.45324675324675323,0.4972972972972973,0.5113513513513513,0.6662337662337663,ok,-0.09946647946647952,250,3044856736
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B66,B,0.004166666666666667,239,ok,0.6390250188550101,0.645743182547871,0.0012807447258872395,0.00398406374501992,0.49117394129113795,0.42553191489361697,0.5493197278911566,0.5221088435374149,0.550531914893617,ok,-0.07610544217687082,250,1695548814
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B67,B,0.008333333333333333,238,ok,0.8303637956573626,0.29205435782986483,0.007745136139581055,0.00398406374501992,0.6897697209365585,0.6329268292682927,0.625,0.6145833333333334,0.6475609756097561,ok,-0.012525406504065029,250,3405002260
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B68,B,0.008333333333333333,238,ok,0.4977883256647678,1.5069614841169505,0.0073706329134552995,0.03187250996015936,0.4701690041113896,0.520979020979021,0.4465811965811966,0.4679487179487179,0.5052447552447552,ok,0.018550893550893566,250,2151120227
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B69,B,0.0,240,ok,0.5829238023490518,0.36069899275818046,0.010206550446060225,0.08764940239043825,0.5667174593173995,0.928030303030303,0.846938775510204,0.8492063492063492,0.7916666666666666,ok,0.06931560502989076,250,3351021452
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B73,B,0.008333333333333333,238,ok,0.4703655235670703,1.1093349905344088,0.0058811628989779985,0.5697211155378487,0.4774648588460574,0.853968253968254,0.8409090909090908,0.8815789473684211,0.8682539682539682,ok,0.013192071086808088,250,296591894
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B74,B,0.0,240,ok,0.48835104009193103,1.1014482659460616,0.0027387966417349308,0.0199203187250996,0.4624639535528076,0.6416666666666667,0.6805555555555556,0.6708333333333333,0.717857142857143,ok,-0.042956349206349276,250,2887944231
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B77,B,0.004166666666666667,239,ok,0.6064754221526396,1.2840577884636497,0.006102329027027231,0.4581673306772908,0.6040148625814442,0.4759358288770053,0.7172839506172839,0.6370370370370371,0.6844919786096257,ok,-0.14440153165643363,250,2052538512
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B78,B,0.004166666666666667,239,ok,1.2701846459278028,1.6344536833550158,0.006659009194172172,0.9960159362549801,1.3007214125137043,0.6157894736842106,0.665625,0.7140625,0.8589473684210527,ok,-0.09736019736842105,250,1669742004
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B79,B,0.008333333333333333,238,ok,0.9297165363105689,1.704749887239144,0.010849956437378516,0.027888446215139442,0.8936897089223801,0.8187134502923976,0.894736842105263,0.736842105263158,0.804093567251462,ok,-0.07163742690058472,250,2291442792
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B80,B,0.0,240,ok,0.408043040267997,0.3944105790529738,0.002753764390708846,0.00398406374501992,0.20661741179637078,0.5829545454545454,0.7526315789473684,0.5697368421052632,0.5988636363636364,ok,-0.0994019138755981,250,4087623354
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,B81,B,0.008333333333333333,238,ok,0.7487996578536801,0.5999976901395976,0.0038647201556523125,0.00398406374501992,0.5679591042275045,0.5921985815602837,0.5007949125596184,0.4626391096979332,0.5496453900709221,ok,0.002198694313838234,250,83506807
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,C82,C,0.0,240,ok,0.7723629442671517,0.44898182615706733,0.002563391212483168,0.00398406374501992,0.7212337516151883,0.6271428571428571,0.5605442176870747,0.5959183673469388,0.6014285714285714,ok,0.03054421768707488,250,3034623977
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,C83,C,0.0,240,ok,0.13391787189692894,0.19496790337445166,0.008703627530805114,0.8007968127490039,0.13759552893828333,0.708641975308642,0.5502645502645502,0.6494708994708994,0.6802469135802469,ok,0.06380070546737215,250,334998306
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,C85,C,0.0,240,ok,0.38667407088340877,0.30400037075334446,0.01199063650607457,0.30677290836653387,0.38544934518208473,0.557051282051282,0.5231829573934837,0.5144110275689223,0.5916666666666667,ok,-0.021693657219973073,250,2080733589
mi_window_circularity,circularity_ablation_not_valid_for_primary_inference,C87,C,0.004166666666666667,239,ok,0.40884943137282853,0.6423206975209607,0.0027785465366628737,0.08764940239043825,0.3980986277905157,0.7444852941176471,0.8594276094276094,0.7154882154882155,0.7297794117647058,ok,-0.06461675579322634,250,1071667820
